id,user_contract_id,weeklyschedule_id,label_id,breakduration,starts_at,ends_at,real_breakduration,real_starts_at,real_ends_at,did_not_show,validated_at,validator_id,planned_hours_last_edited_at,planned_hours_last_edited_by_id,created_at,updated_at,locked_at,partner_id,account_id,planification_type
103975263,918756,5502556180,601383,,2024-03-25 08:30:00 UTC,2024-03-25 17:30:00 UTC,,2024-03-25 08:30:00 UTC,2024-03-25 17:30:00 UTC,false,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:26:37.067129 UTC,2024-03-09 11:26:37.067129 UTC,,6c3f54ae-d576-4463-9a55-2aed8f3c1307,55877,scheduled
103975727,918756,5502556180,601383,,2024-03-30 09:00:00 UTC,2024-03-30 18:00:00 UTC,,2024-03-30 09:00:00 UTC,2024-03-30 18:00:00 UTC,False,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:29:46.639888 UTC,2024-03-09 11:29:46.639888 UTC,,626efdb4-aaf5-44cb-92c0-1744127d9ec3,55877,scheduled
103976027,1016056,5502556180,601381,,2024-03-29 10:00:00 UTC,2024-03-29 19:00:00 UTC,,2024-03-29 10:00:00 UTC,2024-03-29 19:00:00 UTC,no,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:32:10.164535 UTC,2024-03-09 11:32:10.164535 UTC,,bcf85aff-85de-4a9e-bb8f-7fdf70cc5144,55877,scheduled
103976022,1016056,5502556180,601381,,2024-03-28 10:00:00 UTC,2024-03-28 19:00:00 UTC,,2024-03-28 10:00:00 UTC,2024-03-28 19:00:00 UTC,False,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:32:06.686924 UTC,2024-03-09 11:32:06.686924 UTC,,3c477f78-6c62-41ff-95ab-b5a2078f7c33,55877,scheduled
103975299,1016056,5502556180,601381,,2024-03-25 10:00:00 UTC,2024-03-25 19:00:00 UTC,,2024-03-25 10:00:00 UTC,2024-03-25 19:00:00 UTC,no,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:26:58.441024 UTC,2024-03-09 11:26:58.441024 UTC,,85cfc549-cebf-491a-81ee-a59d778a6af5,55877,scheduled
103975664,1020467,5502556180,601381,,2024-03-29 10:00:00 UTC,2024-03-29 19:00:00 UTC,,2024-03-29 10:00:00 UTC,2024-03-29 19:00:00 UTC,false,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:28:54.770088 UTC,2024-03-09 11:28:54.770088 UTC,,d73bfc4e-6f82-49e2-91ae-3afc71a531a1,55877,scheduled
103975747,918756,5502556180,601383,,2024-03-28 09:00:00 UTC,2024-03-28 17:30:00 UTC,,2024-03-28 09:00:00 UTC,2024-03-28 17:30:00 UTC,FALSE,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:29:58.720532 UTC,2024-03-09 11:30:08.588162 UTC,,7161729e-c5f1-48b8-b91a-8b992023777c,55877,scheduled
103975419,1016056,5502556180,601383,,2024-03-26 09:00:00 UTC,2024-03-26 17:00:00 UTC,,2024-03-26 09:00:00 UTC,2024-03-26 17:00:00 UTC,no,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:27:27.183227 UTC,2024-03-09 11:27:27.183227 UTC,,0844b5ae-0648-4566-a1ef-e591a44cf932,55877,scheduled
103975483,1016056,5502556180,601383,,2024-03-27 09:00:00 UTC,2024-03-27 18:00:00 UTC,,2024-03-27 09:00:00 UTC,2024-03-27 18:00:00 UTC,FALSE,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:27:58.279062 UTC,2024-03-09 11:28:05.11321 UTC,,39a62b35-7b30-48f3-89b0-dbeb8cc09127,55877,scheduled
103975964,918757,5502556180,601378,,2024-03-25 08:00:00 UTC,2024-03-25 17:00:00 UTC,,2024-03-25 08:00:00 UTC,2024-03-25 17:00:00 UTC,true,2024-04-02 08:47:40 UTC,635363,,,2024-03-09 11:31:35.477492 UTC,2024-04-02 08:48:01.658148 UTC,,876e1590-3db1-44b3-baf4-2e461f9e121e,55877,scheduled
103975969,918757,5502556180,601378,,2024-03-26 08:00:00 UTC,2024-03-26 17:00:00 UTC,,2024-03-26 08:00:00 UTC,2024-03-26 16:00:00 UTC,True,2024-04-02 08:48:34 UTC,635363,,,2024-03-09 11:31:39.515256 UTC,2024-04-02 08:48:55.725461 UTC,,eda4e125-8b6f-4d18-89be-bacfb8e29048,55877,scheduled
103975359,1020467,5502556180,601381,,2024-03-28 10:30:00 UTC,2024-03-28 19:00:00 UTC,,2024-03-28 10:30:00 UTC,2024-03-28 19:00:00 UTC,False,2024-04-02 08:44:34.830551 UTC,635363,,,2024-03-09 11:27:11.307377 UTC,2024-04-02 08:44:10.687607 UTC,,fe63c884-da9a-4ad8-a53f-8a58ce7278c2,55877,scheduled
