id,user_contract_id,timeoff_id,original_shift_id,rest_type,starts_at,ends_at,created_at,updated_at,partner_id,custom_value,account_id
13238263,518850,,,formation,2024-04-29 07:00:00 UTC,2024-04-29 11:00:00 UTC,2022-09-09 12:11:26.236971 UTC,2022-09-09 12:11:26.236971 UTC,4e853e30-4e2a-444a-a652-eab513c0bd2a,[],11365
13238267,518850,,,formation,2024-04-29 12:00:00 UTC,2024-04-29 15:00:00 UTC,2022-09-09 12:11:37.510659 UTC,2022-09-09 12:11:37.510659 UTC,f2dbde74-89b6-45c3-b5e4-5b35ebfda892,[],11365
13238268,518850,,,formation,2024-04-30 07:00:00 UTC,2024-04-30 11:00:00 UTC,2022-09-09 12:11:39.332176 UTC,2022-09-09 12:11:39.332176 UTC,c3522fd6-ff40-4952-aa02-e4d3952b83f3,[],11365
13238270,518850,,,formation,2024-04-30 12:00:00 UTC,2024-04-30 15:00:00 UTC,2022-09-09 12:11:40.879803 UTC,2022-09-09 12:11:40.879803 UTC,83a073aa-dfa1-44c3-95ce-1d17c83c11cb,[],11365
13238272,518850,,,formation,2024-05-02 07:00:00 UTC,2024-05-02 11:00:00 UTC,2022-09-09 12:11:43.001498 UTC,2022-09-09 12:11:43.001498 UTC,0d49b394-fa7b-419f-9558-fa2f05d5ade2,[],11365
13238273,518850,,,formation,2024-05-02 12:00:00 UTC,2024-05-02 15:00:00 UTC,2022-09-09 12:11:44.591498 UTC,2022-09-09 12:11:44.591498 UTC,3bca7807-be45-4679-b142-217b723a5e2c,[],11365
13238275,518850,,,formation,2024-05-03 07:00:00 UTC,2024-05-03 11:00:00 UTC,2022-09-09 12:11:46.17889 UTC,2022-09-09 12:11:46.17889 UTC,375adaf3-9cf2-4970-9eee-968c32d45c8f,[],11365
13238277,518850,,,formation,2024-05-03 12:00:00 UTC,2024-05-03 15:00:00 UTC,2022-09-09 12:11:48.424604 UTC,2022-09-09 12:11:48.424604 UTC,f882db13-2b94-40f1-8988-e4a37cc5c437,[],11365
15066600,542190,,,formation,2024-05-02 07:00:00 UTC,2024-05-02 14:00:00 UTC,2022-11-22 14:13:04.467126 UTC,2022-11-22 14:13:04.467126 UTC,15e9adfb-62bb-480f-81f0-5e95d51db343,[],11365
15066602,542190,,,formation,2024-05-03 07:00:00 UTC,2024-05-03 14:00:00 UTC,2022-11-22 14:13:06.845214 UTC,2022-11-22 14:13:06.845214 UTC,fefdcb7e-2f27-4b88-8878-94c244720154,[],11365
15422283,600546,,,weekly_rest,2023-04-28 22:00:00 UTC,2023-04-30 22:00:00 UTC,2022-12-06 15:09:18.953002 UTC,2022-12-06 15:09:18.953002 UTC,3bf3f24c-c575-4b29-8107-46853d5af913,[],3455
15422335,600546,,,weekly_rest,2023-05-05 22:00:00 UTC,2023-05-07 22:00:00 UTC,2022-12-06 15:10:18.878101 UTC,2022-12-06 15:10:18.878101 UTC,ef90f33c-41a0-4c61-9b57-1d5d0e46d855,[],3455
15422461,600546,,,weekly_rest,2023-05-12 22:00:00 UTC,2023-05-14 22:00:00 UTC,2022-12-06 15:11:50.81703 UTC,2022-12-06 15:11:50.81703 UTC,df61fdec-a014-4304-9c11-9c7d0f3812e4,[],3455
15422536,600546,,,weekly_rest,2023-05-19 22:00:00 UTC,2023-05-21 22:00:00 UTC,2022-12-06 15:13:17.134741 UTC,2022-12-06 15:13:17.134741 UTC,9dd1fa42-76ef-4149-835b-959804298f11,[],3455
15422583,600546,,,weekly_rest,2023-05-26 22:00:00 UTC,2023-05-28 22:00:00 UTC,2022-12-06 15:14:12.826353 UTC,2022-12-06 15:14:12.826353 UTC,a2bf751d-20a5-4460-a4fa-6291700d2b76,[],3455
15422635,600546,,,weekly_rest,2023-06-02 22:00:00 UTC,2023-06-04 22:00:00 UTC,2022-12-06 15:15:07.099992 UTC,2022-12-06 15:15:07.099992 UTC,1f4cda0a-41a9-4750-b939-4242f7686d61,[],3455
17430820,634412,,,weekly_rest,2023-04-11 22:00:00 UTC,2023-04-12 22:00:00 UTC,2023-02-26 16:42:21.2664 UTC,2023-02-26 16:42:21.2664 UTC,dd818034-e0f4-4022-a95d-2c7b63d5d843,[],41660
17430830,634412,,,weekly_rest,2023-04-18 22:00:00 UTC,2023-04-19 22:00:00 UTC,2023-02-26 16:42:21.2664 UTC,2023-02-26 16:42:21.2664 UTC,c552450e-a50a-49c1-bf75-45d2de634c6d,[],41660
17430831,634412,,,weekly_rest,2023-04-21 22:00:00 UTC,2023-04-22 22:00:00 UTC,2023-02-26 16:42:21.2664 UTC,2023-02-26 16:42:21.2664 UTC,92ed7bfe-fb74-495a-a543-e6b131e14ec9,[],41660
17697978,151539,,,weekly_rest,2023-05-14 22:00:00 UTC,2023-05-15 22:00:00 UTC,2023-03-08 12:30:04.798002 UTC,2023-03-08 12:30:04.798002 UTC,3506fc28-0f02-4d24-b103-11ab106c2817,[],3455
17733196,493068,,,weekly_rest,2023-04-08 22:00:00 UTC,2023-04-09 22:00:00 UTC,2023-03-09 15:00:30.740672 UTC,2023-03-09 15:00:30.740672 UTC,475f423e-96bc-4677-bf41-ea63b9ef2a33,[],32776
17753679,539597,,,weekly_rest,2023-05-08 22:00:00 UTC,2023-05-09 22:00:00 UTC,2023-03-10 11:54:02.456932 UTC,2023-03-10 11:54:02.456932 UTC,45c91f68-118d-4572-b72a-c2b6744b767d,[],3455
17753963,99001,,,compensatory_rest,2023-05-12 06:00:00 UTC,2023-05-12 14:00:00 UTC,2023-03-10 12:05:42.603588 UTC,2023-03-10 12:05:42.603588 UTC,bb702b0c-78a0-4a52-bd15-7bb43d7df054,[],3455
17763305,338750,,,weekly_rest,2023-05-01 22:00:00 UTC,2023-05-03 22:00:00 UTC,2023-03-10 15:16:00.085456 UTC,2023-03-10 15:16:00.085456 UTC,ea21cde6-0acb-4e2c-95bb-077a9d3ede70,[],12680
17763317,338720,,,weekly_rest,2023-05-03 22:00:00 UTC,2023-05-05 22:00:00 UTC,2023-03-10 15:16:23.710902 UTC,2023-03-10 15:16:23.710902 UTC,b7fe54f4-4798-4cd2-b88f-dcb8ba4125ea,[],12680
17763422,604823,,,weekly_rest,2023-04-30 22:00:00 UTC,2023-05-03 22:00:00 UTC,2023-03-10 15:18:11.67978 UTC,2023-03-10 15:18:11.67978 UTC,bb70b04b-5796-424a-bd49-7a947a4201f8,[],12680
17763560,338750,,,weekly_rest,2023-05-08 22:00:00 UTC,2023-05-10 22:00:00 UTC,2023-03-10 15:19:54.525746 UTC,2023-03-10 15:19:54.525746 UTC,46a6592c-f790-4d8c-812d-ebf54a5d62f8,[],12680
17763590,604823,,,weekly_rest,2023-05-07 22:00:00 UTC,2023-05-09 22:00:00 UTC,2023-03-10 15:20:52.041496 UTC,2023-03-10 15:20:52.041496 UTC,10a10b2e-8e2a-4f0d-9fc9-a8be1294ce1f,[],12680
17772812,616773,,,weekly_rest,2023-04-08 22:00:00 UTC,2023-04-09 22:00:00 UTC,2023-03-11 05:57:35.268012 UTC,2023-03-11 05:57:35.268012 UTC,cff305bb-2bc4-46da-a685-3238f685f13f,[],32776
17807078,539597,,,weekly_rest,2023-06-23 22:00:00 UTC,2023-06-25 22:00:00 UTC,2023-03-13 07:16:40.115939 UTC,2023-03-13 07:16:40.115939 UTC,117038bc-4fca-40a7-9142-a2ebaa6e3175,[],3455
17807094,539597,,,weekly_rest,2023-06-30 22:00:00 UTC,2023-07-02 22:00:00 UTC,2023-03-13 07:17:15.073701 UTC,2023-03-13 07:17:15.073701 UTC,f49f88a4-9612-4d52-9110-3a058c5e4245,[],3455
17891640,59745,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,8530726e-e46d-455f-aadf-ba52ba4d8b52,[],5545
17891638,59745,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,ca7f9b36-cdb8-495f-80de-a0793d62db34,[],5545
17891637,59745,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,02605a10-620d-4e04-82f8-656e152de527,[],5545
17891639,59745,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,9d7f23de-f96c-4b19-b9f5-086b9919963c,[],5545
17891636,59745,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,034d45f1-4729-43ae-b449-73e3dc5a034b,[],5545
17891642,59886,,,weekly_rest,2023-04-27 22:00:00 UTC,2023-04-28 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,c8da9510-7939-4b76-9543-c28c32930287,[],5545
17891641,59886,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,328c935d-2365-46e8-a6c3-a3469efb6ff7,[],5545
17891643,98461,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,571624eb-0903-4a5a-9c10-119a3220928e,[],5545
17891644,98461,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,ee9fd6c9-0dc1-4405-9a8e-8005c995cbff,[],5545
17891646,130606,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,6c33f4ac-89c4-4b1b-ada5-0f9f101083f9,[],5545
17891645,130606,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,9f1531e7-d6e0-4523-a2a7-d20e675c7a2d,[],5545
17891649,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,5980b3be-4366-4d35-90db-9e0bcf61d1f9,[],5545
17891651,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,f79bddf2-9459-460f-8326-b3b3e632f16a,[],5545
17891647,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,a71a3ce6-5009-4275-93b7-196258dc4c79,[],5545
17891648,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,2e6fd449-9d90-4678-9d6d-869aa93b318f,[],5545
17891650,147989,,,weekly_rest,2023-04-28 22:00:00 UTC,2023-04-29 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,f4f6774c-70c0-4c45-af68-e78f030fe694,[],5545
17891652,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,d0ff66a1-127c-4061-afed-50deab744496,[],5545
17891653,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,9107fe3c-0587-47be-9264-920ceda3ad8b,[],5545
17891654,220761,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,4aef17ec-f692-4a88-987b-0c468e465d75,[],5545
17891655,220761,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,3c3a05fa-6ea9-4875-85a2-6f33bfd1d989,[],5545
17891656,220761,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,99208db6-313c-45b0-aed3-2c3bd3f2a415,[],5545
17891658,271881,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,9efd909f-377e-48fc-abae-032fa89c5e55,[],5545
17891657,271881,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,b73b1fe5-89ea-4f5d-99c1-cea0a6eaa59d,[],5545
17891661,391488,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,e675ab4b-0d12-4cfd-9ebf-21b790d7af7c,[],5545
17891662,391488,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,629a81c1-5ec3-4fd9-b8db-7afd516eb285,[],5545
17891660,489421,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,5b2f2bd4-3824-4dc7-bb5b-28a9c4a9d19b,[],5545
17891659,489421,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,42b32d23-0078-4de0-ac3b-4b90deda00ca,[],5545
17891663,495626,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,d5a1cac7-f08c-41b0-a008-cad977548fd5,[],5545
17891664,495626,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,b9a982d3-492e-4e54-9332-26141386291c,[],5545
17891665,519292,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,33c3ef64-d4b5-4b3f-8374-2ffe740f3a24,[],5545
17891666,519292,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,a379eb23-c55e-4ebc-ab9e-1c9328a132a9,[],5545
17891667,550527,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,6e0ec7e4-a077-44f4-9662-df82a65c3333,[],5545
17891668,550527,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,08ad6412-1e61-43ca-b7f4-7f4543819368,[],5545
17891672,559382,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,04a8937f-5803-4f9a-b3ef-f1b4816f9176,[],5545
17891670,559382,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,1ec81279-4da8-42fe-8aa1-2c64fb4b272b,[],5545
17891671,559382,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,49bba8b5-da42-4549-a51b-40f8fed042d8,[],5545
17891669,559382,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,99ed78b3-b6f9-45e8-849e-b4424b557962,[],5545
17891674,560876,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,a0ff043c-b489-41fe-831a-6b75d11e8d1e,[],5545
17891673,560876,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,d029bebc-4495-4490-9cfc-6d9f3a745af8,[],5545
17891675,561339,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,722fd79d-5c3f-4ad7-ada5-552d6a5e1f2e,[],5545
17891676,561339,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,388466da-8c07-4483-aacb-2fefdb69d41c,[],5545
17891678,568344,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,1873cb42-cb54-4736-8d9e-4e8d09f994fe,[],5545
17891677,568344,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,642ea719-4d1d-4f3c-ad7b-b672471e8db0,[],5545
17891679,568344,,,weekly_rest,2023-04-27 22:00:00 UTC,2023-04-28 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,c69af9e5-9284-4a29-95aa-08df8e9cdb04,[],5545
17891682,663991,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,ecc016d4-f3a8-4d3d-a4e8-fe3a9738af90,[],5545
17891684,663991,,,weekly_rest,2023-04-28 22:00:00 UTC,2023-04-29 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,96c2d14b-4a93-4561-91ae-67ab72f33222,[],5545
17891683,663991,,,weekly_rest,2023-04-27 22:00:00 UTC,2023-04-28 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,23dc801f-049e-4cfd-a2d8-6df4c14cf918,[],5545
17891685,664015,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,42652658-d98f-4767-977f-38c66a6d1a20,[],5545
17891686,664015,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-15 15:09:45.534869 UTC,2023-03-15 15:09:45.534869 UTC,35eb08ad-262f-460d-941e-947cfff2b2ce,[],5545
17924806,643697,330401,,paid_leave,2023-05-18 22:00:00 UTC,2023-05-19 22:00:00 UTC,2023-03-16 16:02:57.846369 UTC,2023-03-16 16:02:57.846369 UTC,8e5be847-8be6-432a-a728-390f185938df,[],10076
17975475,525954,,,weekly_rest,2023-04-08 22:00:00 UTC,2023-04-09 22:00:00 UTC,2023-03-18 16:21:11.015645 UTC,2023-03-18 16:26:16.51288 UTC,21a56777-93af-481c-9606-6e8896d5c5d1,[],12680
18115204,543324,,,weekly_rest,2023-04-20 22:00:00 UTC,2023-04-21 22:00:00 UTC,2023-03-23 12:59:49.77458 UTC,2023-03-23 12:59:49.77458 UTC,17966e3a-1a7c-4828-b990-2e0828cad713,[],11365
18137150,213216,,,weekly_rest,2023-04-13 22:00:00 UTC,2023-04-14 22:00:00 UTC,2023-03-24 09:20:31.46579 UTC,2023-03-24 09:20:31.46579 UTC,76cc2077-2692-4a1a-b926-0a6d9a498ad7,[],11365
18167655,59745,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,ced1cae7-c529-43f5-b3bb-bbc37b80a698,[],5545
18167654,59745,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,7ea9dae0-1897-490b-8e27-10b09d2fa1cd,[],5545
18167652,59745,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,f8a1084e-e973-4f14-9af9-63806e7a8487,[],5545
18167656,59745,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,0f805d79-d108-4d3e-a082-9e7e24473c19,[],5545
18167653,59745,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,e2faceed-06a3-41aa-a7ba-9bdeaae432a4,[],5545
18167658,59886,,,weekly_rest,2023-04-27 22:00:00 UTC,2023-04-28 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,a6e1dc1c-637c-433d-8311-70d3ac3240cd,[],5545
18167657,59886,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,2da83cec-ea39-4216-837d-cc9e20f8ac2e,[],5545
18167547,98461,,,weekly_rest,2023-04-10 22:00:00 UTC,2023-04-11 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,097790ba-69b8-41e8-aa17-cb0ca3341a0e,[],5545
18167662,98461,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,1d71f0c2-4acb-49aa-aade-ccf1f8f4c203,[],5545
18167661,98461,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,e812e8a8-09f7-40a5-be3d-827f484b7970,[],5545
18167665,130606,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,01a3b876-6a95-436f-b626-2ba92a6a93aa,[],5545
18167664,130606,,,weekly_rest,2023-04-28 22:00:00 UTC,2023-04-29 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,4e368c97-5488-4c2d-a3a3-ea8eeabf8fa5,[],5545
18167663,130606,,,weekly_rest,2023-04-27 22:00:00 UTC,2023-04-28 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,9e145f88-60ae-46d3-99d3-447676b2ec43,[],5545
18167666,130606,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,ae16406d-bca2-45a8-8f27-5db9037522c8,[],5545
18167670,147989,,,weekly_rest,2023-04-28 22:00:00 UTC,2023-04-29 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,8296e7a4-e74a-447c-8f9a-64193153e39e,[],5545
18167673,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,a14f6544-ae75-43b6-b07f-4febb64bfbdb,[],5545
18167672,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,90946291-b5ca-4b67-8067-fd56b31a258c,[],5545
18167668,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,3a5b2f4b-fa9d-479b-877a-5947aa272120,[],5545
18167669,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,0ef85506-30f9-4d07-be8a-09721067a92d,[],5545
18167671,147989,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,3bb03768-63da-4296-85b4-2ea8afd8345f,[],5545
18167667,147989,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,0727a8c6-1825-4618-88d9-ac67b400c7c7,[],5545
18167676,220761,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,399bd615-19b1-429d-9bd7-69fb762e254c,[],5545
18167675,220761,,,weekly_rest,2023-04-24 22:00:00 UTC,2023-04-25 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,36ddb06c-3d6c-4681-97ee-1ac5bc544d77,[],5545
18167674,220761,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,f49ca3f4-67e0-4ded-8c24-fe2081e16037,[],5545
18167677,271881,,,weekly_rest,2023-04-25 22:00:00 UTC,2023-04-26 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,9e0a947f-aca8-4fa7-9681-14328cb70278,[],5545
18167678,271881,,,weekly_rest,2023-04-26 22:00:00 UTC,2023-04-27 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,a70a9823-68b6-4d07-9a8b-bc5557f467c5,[],5545
18167681,391488,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,5ec47e85-9564-4d8c-8b40-37686f145d9e,[],5545
18167682,391488,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,f591342c-33d6-4b7f-88bf-21ce3ef545d2,[],5545
18167679,489421,,,weekly_rest,2023-04-23 22:00:00 UTC,2023-04-24 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,0a19edce-bf15-4236-bfd8-9473213a9f83,[],5545
18167680,489421,,,weekly_rest,2023-04-29 22:00:00 UTC,2023-04-30 22:00:00 UTC,2023-03-25 09:06:55.407098 UTC,2023-03-25 09:06:55.407098 UTC,599adce3-07b1-4a84-bd42-234fb136100f,[],5545
