id,name,created_at,updated_at,time_zone,default_language,city,street,zip,collective_agreement_id,cheat_sheet_hour_cut,social_tax,paid_breaks,show_real_and_planned_hours_on_planning,preferences,blocked,payroll_software_id,partner_id,country
8763,MANxxxxxxxxxxxxx,2020-03-04 14:10:28.491353 UTC,2024-04-04 02:40:50.801770 UTC,Europe/Paris,FR,Aixxxxxxxxxxxxx,14 xxxxxxxxxxxxxxxx,131xx,2,18,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":false,""hide_counters_alerts_planning_to_daily_worker"":false,""hide_weekly_rests_planning_unpublished"":true,""include_over_hours_in_wages"":true,""lock_meals"":true,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":true,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":15,""prevent_overlapping_pay_periods"":true,""productivity_objective"":30,""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,payfit,e13fd473-efdf-4e91-94d2-71291b1da984,FR
77311,SASxxxxxxxxxxxxxxx,2024-04-05 05:51:07.707724 UTC,2024-04-05 05:52:38.724325 UTC,Europe/Paris,FR,PARxxxxx,5 Rxxxxxxxxxx,750xx,2,15,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_rewards_on_memberpage"":true,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":true,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":false,""lock_meals"":false,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""planning_pdf_display_mode"":""normal"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":false,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":false}",false,default,37078c00-a1f2-4a8f-bcb6-c9277b344a4a,FR
25986,B29,2022-03-14 08:21:41.395040 UTC,2024-03-14 02:44:16.525734 UTC,Europe/Paris,FR,Saixxxxxxx,1 Rxxxxxxxxxxxxxxxxx,317xx,2,15,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":false,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":true,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":false,""lock_meals"":false,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":false,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,silae,e669db35-16c6-4418-adfa-b6a4115d4d0f,FR
6027,Arkxxxxxxxxx,2019-04-11 15:10:22.617008 UTC,2024-03-26 02:41:33.446147 UTC,Europe/Paris,FR,Rouxx,Hanxxxxxxxxxxxxxxxxxxxxxx,760xx,2,15,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":true,""display_rewards_on_memberpage"":true,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":true,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":true,""lock_meals"":true,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":true,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":20,""planning_pdf_display_mode"":""normal"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":false}",false,default,b1d55133-ccd6-46e9-99c0-f84795f9660e,FR
11365,LRDx,2020-12-02 09:10:12.229357 UTC,2024-03-30 02:44:48.592620 UTC,Europe/Paris,FR,Saixxxxxxxxxx,251xxxxxxxxxxxxxxxxxxxxx,607xx,2,19,30,false,false,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_rewards_on_memberpage"":true,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":false,""employee_can_receive_sms_notification"":true,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":false,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":true,""lock_meals"":false,""manager_can_access_to_payroll"":false,""manager_can_read_all_salaries"":true,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":30,""planning_pdf_display_mode"":""small"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":98,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,silae,16f71ded-ffb3-4b4a-a3ef-cb7b286c121f,FR
55877,Cluxxxxxxxxxx,2023-04-21 14:02:50.602685 UTC,2024-03-30 02:41:04.671104 UTC,Europe/Paris,FR,,,,2,15,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_rewards_on_memberpage"":false,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":true,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":true,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":true,""include_over_hours_in_wages"":true,""lock_meals"":true,""manager_can_access_to_payroll"":false,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":false,""minimum_days_for_timeoff_request"":30,""planning_pdf_display_mode"":""normal"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":false,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":false}",false,silae,34f4088d-b55c-4d2a-aa94-a5c909d332b8,FR
1952,NACxxxxxxxxxxxxxxxxxx,2017-05-11 10:17:32.283397 UTC,2023-07-19 09:29:47.977300 UTC,Europe/Paris,FR,Rouxx,Locxxxxxxxxxxxxxxxxxxxxxxxxxxxx,76 xxx,3,18,34,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":false,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":false,""hide_weekly_rests_planning_unpublished"":true,""include_over_hours_in_wages"":true,""lock_meals"":false,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":true,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":21,""prevent_overlapping_pay_periods"":true,""productivity_objective"":70,""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,default,441b5c03-5964-4231-8a15-55a923a26e44,FR
41660,Phaxxxxxxxxxxxxxxx,2022-12-13 13:32:48.446825 UTC,2024-03-14 09:00:11.803709 UTC,Europe/Paris,FR,Nanxxx,170xxxxxxxxxxxxx,440xxx,2,23,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":true,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":true,""directors_can_access_dashboard_rh"":false,""display_rewards_on_memberpage"":true,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":true,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":false,""lock_meals"":false,""manager_can_access_to_payroll"":false,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":true,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":30,""planning_pdf_display_mode"":""normal"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,default,93b3399e-894c-48b2-a1b4-217b5e9e52cb,FR
10076,L'axxxxxxxxxxxxxxxxxx,2020-07-23 14:46:27.929987 UTC,2023-11-21 15:18:57.009430 UTC,Europe/Paris,FR,LE xxxx,46 xxxxxxxxxxxxxxxxxxxxxx,720xx,2,15,30,false,true,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_rewards_on_memberpage"":true,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":false,""hide_weekly_rests_planning_unpublished"":true,""hr_dashboard_access_granted"":false,""include_over_hours_in_wages"":false,""lock_meals"":false,""manager_can_access_to_payroll"":false,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":null,""planning_pdf_display_mode"":""normal"",""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""quadra_paie_separator"":"":"",""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":false}",false,silae,07e86d6e-ad96-42c0-8031-fe0d257da0a3,FR
6908,Colxxxxxxxxxxxxx,2019-08-19 10:12:18.696824 UTC,2024-03-13 02:43:45.552139 UTC,Europe/Paris,FR,Coqxxxxxx,100xxxxxxxxxxxxx,622xx,2,15,30,false,false,"{""allow_duplication_of_schedule_over_more_weeks"":false,""automatically_generate_employee_ids"":false,""currency_iso_code"":""eur"",""director_can_read_paid_leave_dashboard"":false,""directors_can_access_dashboard_rh"":false,""display_shifts_from_other_teams"":false,""display_signature_for_planning_pdf"":true,""display_sunday_for_planning_pdf"":true,""display_week_hours_for_planning_pdf"":false,""employee_can_read_coworker_planning"":true,""employee_can_receive_sms_notification"":false,""enabled_conversation"":true,""hide_counters_alerts_planning_to_daily_worker"":false,""hide_weekly_rests_planning_unpublished"":true,""include_over_hours_in_wages"":false,""lock_meals"":false,""manager_can_access_to_payroll"":true,""manager_can_read_all_salaries"":false,""manager_can_read_paid_leave_dashboard"":false,""manager_created_employees_plannable"":true,""minimum_days_for_timeoff_request"":30,""prevent_overlapping_pay_periods"":true,""productivity_objective"":50,""report_evened_out_by_default"":true,""send_activities_report_mail_to_owner"":true,""uses_timeclock"":true}",false,silae,16ba1c7b-4021-474f-988d-3e3db2fa3da7,FR
